Defect,Para01,Para02,Para03,Para04,Para05,Para06,Para07,Para08,Para09,Para10,Para11,Para12,Para13,Para14,Para15,Para16,Para17,Para18,Para19,Para20,Para21,Para22,Para23,Para24,Para25,Para26,Para27,Para28,Para29,Para30,Para31,Para32,Para33,Para34,Para35,Para36,Para37,Para38,Para39,Para40,Para41,Para42,Para43,Para44,Para45,Para46,Para47,Para48,Para49,Para50,Para51,Para52,Para53,Para54,Para55,Para56,Para57,Para58,Para59,Para60,Para61,Para62,Para63,Para64,Para65,Para66,Para67,Para68,Para69,Para70,Para71
OK,29.18,92.7,54.13,12.18,63.95,11.35,14.88,93.65,11.33,29.95,69.46,11.42,24.8,122.92,11.4,13.15,77.5,11.47,13.15,101.84,0.2205,12.65,83.11,69.58,27.6,85.98,-44.502,28.37,87.76,0.054,20.36,76.77,0.061,28.87,98.58,0.079,29.05,83.62,0.069,19.94,98.12,0.044,21.16,73.59,0.301,23.55,92.86,0.192,17.45,111.61,0.336,12.99,92.47,0.2,28.54,106.61,0.249,27.14,93.57,23.11,24.83,111.49,22.98,17.83,87.61,23.17,28.17,74.74,23.09,13.93,22.93
OK,25.41,59.85,54.23,25.1,95.17,11.33,10.64,102.35,11.31,21.76,123.02,11.42,25.61,140.76,11.42,15.08,109.9,11.42,27.1,84.87,0.2203,17.95,73.95,129.4,21.93,118.01,-18.551,16.79,113.7,0.051,17.85,112.62,0.074,19.34,86.56,0.071,11.36,92.57,0.051,15.38,99.7,0.042,25.94,130.66,0.244,17.22,131.13,0.163,15.06,56.21,0.286,16.49,110.25,0.182,12.28,98.78,0.234,13.68,66.94,23.1,28.92,143.63,23.01,20.06,97.61,23.18,16.24,125,23.07,29.42,22.96
OK,22.03,76.69,53.22,14.9,73.5,11.33,16.86,96.13,11.33,25.22,101.96,11.42,20.51,90.99,11.4,24.6,112.78,11.42,10.61,82.06,0.2206,18.5,111.31,103.76,16.36,102.09,-29.651,15.13,125.14,0.059,17.09,76.84,0.064,19.83,126.13,0.071,27.87,96.71,0.051,29.83,92.02,0.046,25.14,109.09,0.304,24.62,106.77,0.222,15.84,103.41,0.284,18.19,99.86,0.195,14.12,133.31,0.227,22.97,90.34,23.07,10.52,119.55,23,16.78,101.9,23.13,19.99,67.08,23.08,14.89,22.91
OK,10.77,59.95,53.3,27.5,112.37,11.33,21.53,111.09,11.31,16.4,23.83,11.4,10.65,83.96,11.42,17.97,84.5,11.4,21.01,84.02,0.2203,29.28,126.38,61.64,10.09,119.68,-27.903,12.74,92.65,0.049,22.2,136.91,0.066,28.65,99.98,0.084,16.97,74.96,0.061,21.9,124.68,0.056,14.91,80.15,0.2,22.69,116.79,0.22,28.51,98.44,0.257,14.95,91.33,0.187,17.62,60.81,0.222,28.38,136.27,23.1,17.11,125.25,22.98,20.11,86.75,23.14,18.85,72.59,23.06,29.87,22.91
OK,11.75,108.38,54.13,16.7,134.88,11.35,18.3,102.49,11.35,23.87,101.44,11.39,11.38,107.75,11.42,22.58,138.43,11.42,26.58,129.27,0.2201,19.05,73.91,48.22,15.28,90.19,-22.765,25.59,120.09,0.049,15.37,114.53,0.056,11.94,95.58,0.059,29.43,103.14,0.042,11.12,104.56,0.059,18.86,89.7,0.254,29.03,89.27,0.195,15,98.5,0.259,10.3,112.07,0.182,18.47,83.11,0.215,11.29,124.68,23.09,27.65,102.15,22.99,27.23,91.88,23.16,16.11,106.38,23.07,18.49,22.95
OK,13.74,145.69,54.37,23.92,129.26,11.31,17.76,104.57,11.33,19.72,88.47,11.42,25.31,89.3,11.42,13.56,83.51,11.42,24.12,109.41,0.2208,17.28,86.91,95.22,10.26,143.76,-12.538,18.21,123.85,0.056,16.36,106.28,0.061,27.98,101.29,0.049,11.33,106.1,0.101,14.4,92.67,0.066,12.75,80.95,0.373,21.02,89.59,0.247,18.62,103.48,0.229,14.38,101.25,0.2,27.41,116.88,0.289,19.73,62.61,23.07,28.16,77.81,22.99,25.11,90.95,23.17,28.93,117.54,23.11,15.1,22.94
OK,20.75,71,53.56,19.21,117.43,11.3,15.08,120.51,11.33,12,98.73,11.42,25.77,82.18,11.42,21.8,78.78,11.45,12.48,124.41,0.2205,23.2,82.93,57.37,11.91,84.84,-34.07,19.43,123.4,0.056,19,119.64,0.051,12.36,82.61,0.066,10.37,106,0.066,21.53,115.05,0.061,16.92,129.39,0.237,22.37,74.56,0.17,24.28,88.18,0.22,27.98,85.53,0.19,11.84,119.59,0.215,16.83,96.18,23.08,13.96,86.94,23,13.85,71.31,23.15,12.02,104.43,23.11,14.45,22.93
OK,12.04,78.57,54.08,17.59,85.95,11.33,25.83,81.03,11.33,14.67,94.34,11.4,28.47,81.62,11.38,20.91,113.44,11.42,23.07,75.28,0.2204,27.17,124.96,73.85,29.59,96.29,26.053,15.17,88.46,0.054,13.91,119.85,0.069,26.04,108.09,0.066,21.47,87.53,0.076,10.21,66.27,0.056,29.04,91.13,0.296,14.83,109.61,0.225,15.64,107.88,0.299,19.09,78.15,0.187,25.42,115.46,0.247,11.89,120.02,23.11,22,99.71,22.99,19.71,100.67,23.16,10.64,98.13,23.07,18.27,22.97
OK,27.2,105.04,54.44,13.72,77.66,11.33,12.78,123.5,11.35,20.11,104.03,11.45,23.86,61.39,11.42,28.33,135.4,11.45,11.9,76.66,0.2201,29.6,65.18,-7.32,11.75,107.3,-9.403,27.2,88.82,0.054,17.08,75.17,0.066,17.06,104.12,0.064,19.5,103.54,0.051,24.42,111.72,0.034,28.55,96.81,0.276,13.5,91.66,0.222,25.6,95.56,0.318,19.89,77.85,0.217,18.16,91.61,0.229,22,129.48,23.13,26.49,80.63,22.98,14.82,64.78,23.17,11.08,131.36,23.08,13.48,22.93
OK,12.93,72.76,53.4,14.65,98.08,11.31,27.95,90.09,11.33,13.01,79.79,11.45,22.35,78.49,11.42,11.27,79.7,11.42,20.41,81.86,0.2201,22.66,115.3,26.24,24.31,120,8.582,10.8,110.89,0.054,22.47,102.36,0.061,10.43,77.62,0.079,11.7,96.9,0.061,29.85,119.88,0.037,26.37,90.97,0.225,19.89,65.4,0.229,21.58,88.58,0.22,29.28,102.88,0.195,27.75,119,0.22,23.46,149.14,23.07,21.14,74.79,22.98,29.95,104.34,23.15,12.65,123.03,23.06,17.96,22.91
OK,27.32,55.63,54.5,13.03,123.8,11.35,17.09,109.14,11.33,13.49,97.86,11.42,19.96,78.36,11.4,19.56,112.45,11.42,12.14,125.63,0.2202,27.43,99.9,1.83,27.68,121.17,-32.991,23.19,91.82,0.051,26.56,81.76,0.074,21.28,100.8,0.061,17.5,98.79,0.054,24.9,97.84,0.051,11.84,90.28,0.254,28.52,114.88,0.15,27.14,72.49,0.264,25.7,109.09,0.197,12.88,131.08,0.232,26.34,112.44,23.09,12.44,112.04,22.98,25.74,90.8,23.18,27.91,108.97,23.06,17.07,22.95
OK,11.01,70.94,54.02,17.46,103.44,11.31,15.42,90.73,11.33,13.01,100.73,11.42,24.35,93.81,11.42,12.85,122.55,11.45,28.78,86.77,0.2205,11.59,132.86,24.41,24.77,90.94,-28.468,13.91,115.27,0.061,27.43,84.62,0.069,18.43,71.15,0.081,22.73,116.25,0.044,21.03,106.22,0.059,21.59,76.46,0.314,18.94,79.96,0.2,22.78,102.88,0.254,13.85,78.75,0.2,11.8,106.21,0.234,13.75,66.03,23.06,20.38,94.14,23.02,13.57,106.87,23.2,28.94,109.63,23.07,16,22.95
OK,16.98,99.42,53.52,27.41,105.24,11.33,11.01,72.8,11.33,20.77,82.04,11.4,23.86,101.03,11.42,17.65,110.05,11.45,20.21,84.86,0.2202,21.29,90.65,-48.22,10.21,127.26,-45.941,12.38,90.61,0.056,26.49,120.23,0.079,18.3,116.89,0.064,13.31,149.68,0.042,12.52,100.04,0.059,21.74,81.76,0.281,28.7,78.02,0.212,14.53,100.47,0.338,22,120.53,0.19,11.06,84.15,0.229,20.54,105.59,23.06,27.15,135.01,23,10.7,112.07,23.13,15.7,104.12,23.1,27.82,22.92
OK,18.91,94.15,54.09,17.76,88.71,11.31,24.74,71.79,11.33,19.75,114.47,11.47,13.4,118.32,11.45,12.46,106.48,11.42,10.96,84.34,0.2204,15.92,120.3,175.18,26.03,94.6,25.847,15.26,101.63,0.051,16.99,100.25,0.064,24.43,83.48,0.049,14.77,132.33,0.079,28.51,103.33,0.066,17.1,85.1,0.378,10.82,110.93,0.207,25.39,77.17,0.358,29.04,103.26,0.187,26.34,90.93,0.239,19.27,65.38,23.09,16.35,71.93,23,25.1,87.25,23.16,10.13,91.93,23.06,12.52,22.91
OK,12.12,62.6,54.1,19.48,85.21,11.28,18.77,134,11.33,28.18,82.12,11.4,14.43,93.37,11.4,28.04,93.52,11.42,16.32,107.82,0.2204,11.01,103.17,59.2,16.55,123.95,-23.844,26.65,88.9,0.059,21.66,114.09,0.061,19.28,93.22,0.074,27.7,100.38,0.054,16.96,117.31,0.044,21.95,72.1,0.291,29.97,78.86,0.19,27.44,98.48,0.301,28.71,128.21,0.173,10.17,44.59,0.249,27.64,139.49,23.13,14.39,85.59,22.98,23.69,77.31,23.2,18.65,112.47,23.09,29.96,22.93
OK,29.06,65.76,54.14,23.09,91.44,11.36,25.52,95.8,11.35,25.2,122.8,11.4,10.79,107.04,11.42,19.49,104.67,11.42,21.23,54.73,0.2205,14.3,105.05,136.72,29.63,111.29,-17.215,29.65,88.21,0.059,13.07,85.15,0.069,19.09,129.96,0.079,19.22,91.97,0.061,20.65,104.72,0.059,25.64,129.08,0.264,20.04,104.24,0.229,21.54,130.03,0.168,13.71,74.16,0.217,13.7,104.68,0.217,25.8,82.36,23.07,28.77,126.83,22.99,23.37,113.95,23.19,28.15,98.42,23.07,19.15,22.93
OK,29.07,78.34,54.27,21.11,95.05,11.31,22.51,123.43,11.31,24.69,118.68,11.42,15.16,75.42,11.45,14.84,91.07,11.42,12.64,129.37,0.2203,30,72.41,46.38,20.08,104.39,11.407,15.73,119.19,0.056,25.48,94.15,0.074,29.26,105.33,0.079,17.48,67.49,0.046,10.09,126.14,0.046,22.18,93.47,0.257,29.57,105.56,0.182,18.52,77.44,0.388,22.98,69.66,0.22,27.97,134.5,0.249,27.11,109.24,23.09,22.31,97.23,22.99,28.24,89.83,23.15,23.36,106.2,23.08,18.71,22.88
OK,24.22,101.99,54.29,25.58,115.1,11.33,20.41,127.44,11.31,20.74,102.45,11.45,20.22,97.71,11.42,13.02,102.36,11.4,27.78,70.75,0.2201,26.31,158.49,23.19,14.37,120.72,-12.641,25.42,114.36,0.056,29.38,93.27,0.056,27.57,92.73,0.049,16.11,92.12,0.056,18.69,109.94,0.042,14.15,73.03,0.343,28.16,111.06,0.237,11.92,119.41,0.257,26.78,72.66,0.207,11.33,126.28,0.229,10.51,83.02,23.09,22.76,117.42,22.99,11.38,102.18,23.18,21.76,117.8,23.08,22.66,22.89
OK,18.59,156.32,53.25,16.39,67.78,11.31,11.94,43.95,11.33,20.51,113.57,11.42,18.1,115.24,11.44,23.01,75.41,11.42,28.45,134.36,0.2205,26.8,113.74,28.07,20.26,87.8,-31.295,27.76,94.87,0.061,15.65,89.08,0.064,16.51,93.09,0.061,29.88,91.48,0.049,23.95,114.54,0.049,29.41,53.86,0.262,17.73,72.3,0.229,14.31,113.19,0.383,17.84,92.65,0.202,17.88,83.38,0.257,10.64,132.02,23.07,21.97,80.35,23,27.27,86.37,23.17,25.19,99.19,23.09,21.78,22.92
OK,22.45,134.1,53.22,27.24,62.75,11.31,20.83,104.84,11.35,14.05,132.86,11.45,20.53,98.94,11.4,21.04,101.6,11.4,29.75,110.2,0.2206,25.91,76.63,-7.93,15.09,73.8,-4.419,20.91,110.35,0.054,23.07,108.91,0.079,25.79,112.34,0.076,16.22,78.01,0.056,18.56,103.44,0.046,14.3,114.74,0.22,28.91,94.63,0.197,29.09,75.41,0.328,16.84,71.9,0.19,29.88,101.61,0.22,16.37,117.42,23.11,21.95,87.6,22.99,22.84,137.88,23.18,20.64,118,23.07,27.36,22.94
OK,11.1,78.31,54.19,17.51,81.39,11.31,23.44,120.25,11.35,10.19,139.08,11.42,21.17,114.28,11.4,18.42,101.76,11.45,11.61,114.56,0.2201,15.5,112.71,-25.63,10.75,92.49,-45.016,27.34,140.13,0.054,21.31,125.68,0.064,19.39,150.14,0.051,15.3,98.27,0.064,15.77,101.23,0.042,15.35,81.11,0.321,11.39,80.93,0.239,20.79,89.06,0.249,19.46,82,0.212,22.83,93.27,0.234,26.26,75.86,23.07,16.05,93.18,22.99,12.41,85.24,23.15,24.77,108.26,23.06,17.93,22.92
OK,28.27,103.44,54.23,29.79,131.02,11.33,14.04,78.42,11.33,26.43,98.71,11.4,18.62,96.99,11.42,14.12,98.73,11.42,21.91,112.11,0.2206,12.56,90.68,-175.79,21.44,78.89,-67.986,23.8,98.6,0.066,27.55,101.98,0.066,11.66,110.45,0.044,29.29,98.9,0.069,25.64,83.96,0.056,12.68,134.82,0.279,21.47,78.71,0.222,12.05,93.11,0.281,22.45,86.92,0.244,13.79,82.48,0.291,25.53,102.58,23.06,27.09,93.25,23,29.23,103.77,23.15,19.34,98.72,23.08,24.99,22.92
OK,26.2,98.17,54.42,16.7,94.02,11.31,14.34,45.21,11.31,20.96,136.82,11.45,13.54,168.57,11.4,28.93,95.93,11.45,16.16,112.07,0.2199,12.76,93.33,70.8,16.56,114.04,-22.456,24.87,111.01,0.049,21.61,109.16,0.069,29.97,119.13,0.081,20.97,102,0.061,26,112.56,0.044,15.99,102.22,0.284,20.55,121.8,0.195,22.76,82.67,0.412,29.09,69.18,0.197,26.63,92.35,0.259,25.88,88.46,23.08,17.57,75.18,22.97,21.29,99.68,23.13,15.72,114.86,23.1,24.82,22.92
OK,22.67,81.31,53.44,25.14,115.88,11.31,23.01,107.64,11.33,13.09,88.58,11.42,28.87,134.6,11.4,20.08,110.12,11.4,23.96,100.24,0.2207,11.9,78.82,-129.4,15.81,129.4,-56.681,28.06,92.74,0.049,21.37,122.06,0.056,17.53,78.13,0.061,22.98,127.3,0.054,20.42,121.18,0.059,29.86,132.11,0.222,10.94,61.82,0.22,12.73,114.62,0.215,18.94,100.91,0.22,26.53,111.12,0.217,13.53,137.69,23.09,15.27,75.58,23.01,29.91,83.48,23.16,10.76,153.48,23.08,17.35,22.91
OK,13.41,96.54,53.47,13.71,112.15,11.33,21.12,121.03,11.35,26.59,100.94,11.38,25.79,94.01,11.4,19.28,79.26,11.45,11.69,55.13,0.2205,15.04,100.79,102.54,29.69,105.81,-17.061,14.97,86.24,0.056,10.16,78.2,0.061,24.98,119.41,0.051,11.1,114.08,0.051,17.76,88.36,0.054,12.22,111.95,0.264,27.51,112.22,0.271,26.73,84.91,0.299,18.27,145.89,0.225,20.88,116.09,0.232,27.77,109.72,23.09,19.67,89.88,22.97,11.04,112.6,23.15,17.94,71.27,23.06,22.79,22.92
OK,13.87,83.14,54.61,10.11,105.07,11.33,20.3,108.97,11.33,16.17,107.26,11.4,21.92,80.76,11.4,21.58,114.41,11.42,10.32,76.66,0.2205,12.54,81.48,31.12,18.07,78.77,-50.206,24.19,104.35,0.051,22.24,98.34,0.076,22.13,98.79,0.071,16.91,132.66,0.059,28.3,127.7,0.042,22.11,99.07,0.252,25.22,87.92,0.249,26.11,95.12,0.331,23.95,95.39,0.187,11.34,116.45,0.215,10.87,130.32,23.07,14.86,95.84,23.01,14.9,95.52,23.13,29.39,91.94,23.06,12.78,22.93
OK,16.02,88.49,120.51,16.25,94.72,11.35,23.17,88.93,11.33,18.98,79.78,11.4,22.55,107.67,11.45,22.96,63.67,11.44,21.64,89.45,0.2205,26.77,115.27,183.72,24.95,109.04,30.473,23.38,87.28,0.051,26.77,68.47,0.071,11.8,118.48,0.064,24.03,102.85,0.054,18.75,82.42,0.066,17.29,103.41,0.187,11.21,105.25,0.19,22.41,101.24,0.291,21.3,124.91,0.234,27.73,60.61,0.262,25.25,121.61,23.09,25.36,91.93,23,25.07,114.68,23.16,23.67,108.13,23.04,25.31,22.92
OK,20.81,96.31,54.58,29.96,97.52,11.33,13.78,45.24,11.33,19.91,83.42,11.42,13.4,137.28,11.42,27.64,133.99,11.4,14.18,90.43,0.2203,29.54,116.56,70.19,29.63,53.39,-45.221,12.13,100.05,0.054,15.43,93.32,0.066,29.25,105.34,0.069,20.19,101.85,0.049,16.26,102.55,0.054,10.84,104.29,0.222,28.07,129.17,0.178,15.56,93.03,0.279,23.38,108.99,0.195,11.25,113.91,0.244,29.61,68.76,23.08,18.98,117.14,23.01,23.49,99.31,23.15,26.14,68.26,23.08,24.76,22.9
OK,26.77,105.84,54.59,20.28,105.2,11.33,17.49,111.55,11.35,12.78,147.03,11.42,13.34,78.73,11.42,12.18,78.58,11.45,11.6,119.23,0.2202,25.34,78.13,25.63,25.62,96.92,-11.665,15.47,101.44,0.066,19.97,72.72,0.061,22.02,141.19,0.074,26.37,93.22,0.069,15.13,100.04,0.074,17.56,119.42,0.341,22.39,136,0.239,25.52,94.38,0.318,21.09,118.38,0.19,20.97,83.95,0.217,19.75,104.71,23.07,16.98,79.89,22.99,18.64,123.34,23.16,11.81,101.09,23.05,29.69,22.91
OK,10.47,146.65,53.54,19.14,106.24,11.35,17.69,126.07,11.35,21.03,78.35,11.42,16.83,123.44,11.42,18.94,123.74,11.45,25.69,116.76,0.2205,24.35,103.25,13.42,21.64,104.74,-28.057,14.11,105.79,0.051,15.29,115.08,0.069,24.36,112.57,0.056,16.89,83.84,0.064,17.67,79.24,0.046,14.25,54.78,0.249,23.57,117.59,0.212,27.11,107.85,0.296,20.86,83.02,0.234,11.81,82.14,0.22,23.19,107.59,23.08,24.02,128.25,22.99,23.43,52.89,23.13,28.43,90.89,23.07,29.51,22.91
OK,23.52,79.58,53.61,27.83,105.97,11.33,24.55,90.87,11.31,14.44,106.34,11.42,12.98,78.89,11.45,27.12,120.18,11.42,11.47,117.34,0.2204,17.21,126.02,24.41,12.51,105.42,-58.069,27.47,119.69,0.046,19.85,112.17,0.066,20.26,114.01,0.061,11.52,90.23,0.066,12.56,105.44,0.046,29.77,103.27,0.318,20.27,125.93,0.232,29.36,113.62,0.259,19.12,103.61,0.197,22.5,120.84,0.232,22.02,88.94,23.09,26.84,101.9,22.98,11.69,87.5,23.12,17.06,88.82,23.04,26.67,22.91
OK,29.08,116.45,54.51,23.68,77.4,11.33,17.64,83.62,11.33,25.52,78.65,11.42,13.56,102.99,11.4,26.85,122.73,11.4,10.51,79.64,0.22,21.11,87.49,64.7,20.45,108.19,-51.337,29.17,70.06,0.056,18.82,108.4,0.071,17.17,124.4,0.049,17.48,89.72,0.064,25.68,61.94,0.056,28.8,89.67,0.301,12.62,105.43,0.197,27.78,98.21,0.239,16.65,66.78,0.212,20.38,106.18,0.276,20.33,84.54,23.08,29.11,107.08,22.99,10.61,109.31,23.16,23.92,139.99,23.04,15.95,22.89
OK,18.85,97.44,54.08,23.05,129.05,11.33,27.68,93.37,11.33,18.85,123.74,11.42,13.24,115.66,11.4,11.79,120.34,11.45,28.79,84.85,0.2201,28.65,101.76,134.28,29.73,96.51,17.009,29.14,87.39,0.051,26.86,65.7,0.071,15.72,101.79,0.064,28.27,70.36,0.076,28.44,92.21,0.044,20.88,82.16,0.281,22.59,49.74,0.217,10.17,79.53,0.279,23.36,95.43,0.187,23.85,127.23,0.217,25.99,95.52,23.07,10.02,99.04,22.98,13.45,107.82,23.14,12.35,101.04,23.05,23.42,22.92
OK,21.46,111.86,54.38,25.11,91.66,11.33,19.85,103.48,11.33,21.6,83.45,11.42,25.95,43.15,11.45,25.96,117.37,11.42,15.61,108.53,0.2201,26.52,95.94,15.25,10.39,102.34,-19.013,28.72,79.7,0.051,18.15,121.48,0.069,16.17,78.33,0.071,19.27,92.88,0.059,24.69,92.4,0.049,27.8,121.19,0.328,22.22,86.37,0.173,19.56,91.33,0.274,29.46,115.39,0.217,23.2,100.87,0.271,21.24,105.48,23.11,27.18,97.32,22.99,18.53,101.76,23.14,12.12,113.48,23.06,17.03,22.88
OK,29.31,88.14,53.07,14.16,99.21,11.31,28.58,140.35,11.31,17.73,145.6,11.47,23.42,124.99,11.47,10.42,96.64,11.4,22.46,101.23,0.2207,11.23,105.5,64.7,26.19,121.02,-38.284,10.33,89.11,0.064,18.74,149.92,0.056,27.92,79.81,0.061,11.99,143.73,0.071,15.91,107.8,0.059,22.48,90.46,0.234,27.72,76.15,0.244,25.34,97.01,0.341,22.36,74.88,0.207,15.45,111.12,0.222,14.5,94.13,23.08,18.29,95.86,22.99,13.6,119.07,23.16,28.11,132.57,23.07,13.96,22.91
OK,10.21,110.62,54.36,26.24,94.89,11.3,29.12,75.97,11.31,26.98,95.27,11.42,12.08,131.58,11.4,10.69,104.93,11.42,15.47,119.77,0.221,20.84,101.82,140.99,12.85,72.47,-10.174,26.91,125.45,0.051,24.9,38.83,0.069,27.32,86.85,0.066,19.3,116.76,0.061,14.25,145.23,0.079,29.88,75.96,0.239,18.92,100.16,0.294,19.74,104.55,0.264,29.76,116.47,0.229,26.21,89.88,0.232,16.1,110.68,23.06,11.58,98.7,22.99,13.08,136.8,23.14,26.9,116.19,23.02,28.99,22.89
OK,28.98,105.25,53.45,20.64,97.57,11.33,29.07,55.05,11.33,27.23,50.63,11.4,28.93,114.96,11.45,11.6,89.32,11.43,20.08,66.2,0.2204,14.6,87.95,38.45,28.97,79.01,-14.08,28.1,95.78,0.049,18.15,97.53,0.061,15.65,115.82,0.084,14.56,104.1,0.059,26.02,129.78,0.054,17.47,113.92,0.299,11.21,107.8,0.182,10.52,87.84,0.229,10.42,100.91,0.225,19.3,113.16,0.247,21.87,98.21,23.07,23.9,91.51,22.99,27.64,86.25,23.14,16.95,110.68,23.07,21.82,22.92
OK,28.33,71.87,53.41,19.49,53.92,11.31,22.28,101.32,11.35,14.38,100.65,11.42,21.12,77.73,11.42,24.04,82.1,11.4,26.33,95.24,0.2205,25.05,102.27,187.38,16.27,116.11,-13.514,15.13,86.66,0.054,26.7,95.73,0.071,17.97,107.97,0.054,19.89,73.16,0.061,26.89,65.95,0.044,13.94,100.23,0.182,21.89,77.01,0.187,14.61,106.23,0.296,27.78,86.44,0.225,10.42,99.16,0.237,13.21,138.41,23.06,11.99,124.3,23,26.29,129.54,23.15,18,126.02,23.06,18.92,22.9
OK,16.89,110.86,53.41,22.87,82.74,11.31,22.77,116.53,11.31,27.33,154.49,11.42,15.59,124.86,11.45,10.18,72.74,11.45,19.55,90.37,0.22,28.86,86.61,12.81,28.46,107.85,-38.542,27.07,113.59,0.049,14.48,95.57,0.064,25.16,147.45,0.049,12.28,63.05,0.049,15.92,92.65,0.061,25.56,70.05,0.271,29.89,100.52,0.168,11.83,84.27,0.311,17.84,72.09,0.21,11.86,102.81,0.229,23.3,113.99,23.05,10.98,118.04,23,15.88,117.86,23.14,21.98,109.2,23.04,14.53,22.92
OK,14.48,94.35,54.5,25.67,79.85,11.35,22.39,92.58,11.33,10.48,92.85,11.45,21.34,89.73,11.42,16.46,89.52,11.42,12.78,76.47,0.2202,24.26,102.14,-10.98,16.67,89,8.12,24.82,82.04,0.051,13.62,111.62,0.064,10.15,114.29,0.054,21.85,72.55,0.059,11.79,83.92,0.054,29.27,105.22,0.333,14.49,68.52,0.212,10.28,123.1,0.259,20.23,95.35,0.205,26.95,106.27,0.205,22.58,79.25,23.09,29.87,61.1,22.99,27.06,133.11,23.17,27.26,105.4,23.03,22.67,22.94
OK,17.42,80.28,54.63,20.27,104.03,11.33,21.83,80.76,11.33,18.54,83.08,11.4,10.72,76.53,11.42,16.97,90.67,11.4,22.39,58.49,0.2204,19.02,124.46,-67.14,24.89,93.91,-49.178,18.81,94.35,0.056,17.09,119.46,0.066,26.23,104.38,0.054,18.48,115.13,0.069,15.43,131.59,0.061,28.22,90.56,0.267,28.4,127.16,0.195,22.63,89.57,0.215,22.94,82.96,0.21,11.86,108.29,0.271,20.78,82.1,23.08,13.84,109.27,22.96,17.97,92.11,23.13,10.9,79.73,23.07,13.5,22.9
OK,21.77,113.43,54.05,23.49,160.49,11.33,20.93,109.51,11.33,29.31,88.97,11.45,15.82,65.19,11.4,13.45,99.9,11.45,17.26,60.52,0.2202,27.82,109.95,92.16,19.21,138.18,-27.698,28.85,114.64,0.059,18.25,127.18,0.064,29.19,112.46,0.066,21.01,124.75,0.054,21.3,109.53,0.066,29.45,97.7,0.375,25.61,121.94,0.207,13.64,94.63,0.299,26.82,91.03,0.229,23.06,95.68,0.205,14.95,85.67,23.07,22.98,114.31,23,18.61,83.98,23.13,21.25,93.95,23.08,16.55,22.94
OK,15.37,100.53,55.08,15.31,102.89,11.31,26.23,99.71,11.31,19.06,106.57,11.4,14.5,118.07,11.4,17.07,69.62,11.42,14.8,87.62,0.2206,23.16,91.91,59.81,10.62,131.13,-6.68,29.52,85.36,0.056,16.5,129.57,0.076,16.99,108.16,0.056,18.48,107.42,0.071,28.7,105.33,0.049,18.35,94.78,0.2,16.7,80.62,0.249,10.78,64.33,0.316,11.68,109.51,0.225,16.89,84.42,0.237,21.98,89.89,23.07,13.38,67.83,22.97,21.08,66.17,23.16,26.54,120.17,23.05,24.46,22.92
OK,25.23,95.88,55.51,14.09,110.38,11.33,11.94,124.53,11.33,10.06,85.02,11.42,17.89,84.92,11.42,19.35,119.56,11.4,10.77,93.56,0.2205,11.41,112.7,43.33,20.55,40.6,-3.185,13.6,80.54,0.061,12.02,110.09,0.069,29.13,83.98,0.064,24.52,79.7,0.064,22.65,95.71,0.059,17.13,120.44,0.234,28.49,95.75,0.195,14.28,93.56,0.375,27.72,113.44,0.222,27.99,66.54,0.227,25.4,98.01,23.08,26.72,80,22.99,10.82,87.2,23.12,12.52,81.65,23.08,13.5,22.93
OK,16.63,133.97,54.03,25.69,120.04,11.31,18.44,122.5,11.33,15.87,138.97,11.45,13.31,95.73,11.42,20.11,112.2,11.38,11.21,91.97,0.2201,27.34,95.14,84.84,14.23,91.51,-31.809,14.39,91.22,0.061,23.17,90.66,0.061,10.61,132.5,0.056,13.63,87.23,0.086,17.84,46.3,0.051,13.7,106.89,0.269,16.99,112.31,0.375,11.88,100.24,0.257,19.7,110.4,0.197,24.17,99.65,0.254,22.88,67.28,23.07,16.9,103.08,22.96,18.28,75.07,23.13,24,92.75,23.05,22.04,22.93
OK,23.88,71.53,54.28,27.04,56.02,11.33,23.54,99.65,11.31,22.57,136.38,11.42,24.2,91.2,11.45,20.44,103.48,11.42,28.14,118.24,0.2204,27.02,110.47,144.05,25.63,98.64,-35.251,29.4,79.62,0.059,12.41,85.62,0.056,24.15,97.33,0.061,25.99,117.1,0.066,23.56,74.32,0.056,20.48,80.77,0.205,19.84,76.37,0.229,29.09,117.23,0.4,27,99.93,0.202,11.89,109.91,0.229,29.87,71.05,23.09,29.38,95.4,22.97,23.81,122.51,23.17,15.42,125.68,23.09,19.39,22.93
OK,13.68,79.92,54.42,25.09,114.36,11.35,10.68,140.42,11.33,18.25,127.74,11.42,28.93,111.49,11.45,12.44,103.83,11.42,28.55,72.63,0.2203,19.14,88.64,65.92,25.61,98.65,-13.669,27.89,80.07,0.054,13.29,81.48,0.066,23.93,98.79,0.076,14.03,81.53,0.076,15.33,88.83,0.061,20.29,84.83,0.244,27.69,94.4,0.262,29.66,94.81,0.348,11.14,99.91,0.2,27.58,95.71,0.239,23.22,120.98,23.08,24.6,85.19,23.01,27.47,134.78,23.13,15.83,91.28,23.09,12.07,22.95
